"","external_gene_name","reg","orgname"
"4675",NA,"9:5198524:5198599","eeuropaeus"
"4676",NA,"9:5198524:5198599","eeuropaeus"
"4677",NA,"9:5198524:5198599","eeuropaeus"
"4678",NA,"9:5198524:5198599","eeuropaeus"
"4679",NA,"9:5198524:5198599","eeuropaeus"
"4680",NA,"9:5198524:5198599","eeuropaeus"
"4681",NA,"9:5198524:5198599","eeuropaeus"
"4682",NA,"9:5198524:5198599","eeuropaeus"
"4683",NA,"9:5198524:5198599","eeuropaeus"
"4684",NA,"9:5198524:5198599","eeuropaeus"
"4685",NA,"9:5198524:5198599","eeuropaeus"
"4686",NA,"9:5198524:5198599","eeuropaeus"
"4687",NA,"9:5198524:5198599","eeuropaeus"
"4688",NA,"9:20554653:20554740","eeuropaeus"
"4689",NA,"9:91492133:91492196","eeuropaeus"
"4690",NA,"9:93440882:93440935","eeuropaeus"
"4691",NA,"10:34232291:34232397","eeuropaeus"
"4692",NA,"11:90609811:90609929","eeuropaeus"
"4693",NA,"12:4226529:4226642","eeuropaeus"
"4694",NA,"15:14820947:14821032","eeuropaeus"
"4695",NA,"1:66032243:66032335","eeuropaeus"
"4696",NA,"1:66032243:66032335","eeuropaeus"
"4697",NA,"1:66032243:66032335","eeuropaeus"
"4698",NA,"1:66032243:66032335","eeuropaeus"
"4699",NA,"1:66032243:66032349","eeuropaeus"
"4700",NA,"1:142541150:142541220","eeuropaeus"
"4701",NA,"3:42856746:42856808","eeuropaeus"
"4702",NA,"3:87546065:87546198","eeuropaeus"
"4703",NA,"3:172905394:172905484","eeuropaeus"
"4704",NA,"3:172905394:172905484","eeuropaeus"
"4705",NA,"3:172905394:172905484","eeuropaeus"
"4706",NA,"3:172905408:172905490","eeuropaeus"
"4707",NA,"5:65073951:65074039","eeuropaeus"
"4708",NA,"5:77534984:77535074","eeuropaeus"
"4709",NA,"5:77534984:77535074","eeuropaeus"
"4710",NA,"5:77534984:77535074","eeuropaeus"
"4711",NA,"5:77534984:77535074","eeuropaeus"
"4712",NA,"5:77534984:77535074","eeuropaeus"
"4713",NA,"8:9456373:9456465","eeuropaeus"
"4714",NA,"9:5198525:5198599","eeuropaeus"
"4715",NA,"9:91492133:91492201","eeuropaeus"
"4716",NA,"10:53840476:53840540","eeuropaeus"
"4717",NA,"10:53840480:53840536","eeuropaeus"
"4718",NA,"11:90609830:90609929","eeuropaeus"
"4719",NA,"12:58490914:58491022","eeuropaeus"
"4720",NA,"19:7765239:7765361","eeuropaeus"
"4721",NA,"22:12463420:12463600","eeuropaeus"
"4722",NA,"X:86113508:86113619","eeuropaeus"
"4723",NA,":44039:44095","eeuropaeus"
"4724",NA,"1:23831769:23831822","eeuropaeus"
"4725",NA,"1:66032243:66032342","eeuropaeus"
"4726",NA,"1:66032243:66032318","eeuropaeus"
"4727",NA,"3:42856750:42856811","eeuropaeus"
"4728",NA,"3:87546072:87546198","eeuropaeus"
"4729",NA,"3:87546101:87546198","eeuropaeus"
"4730",NA,"3:106106391:106106504","eeuropaeus"
"4731",NA,"3:106106422:106106507","eeuropaeus"
"4732",NA,"3:106106422:106106507","eeuropaeus"
"4733",NA,"5:55634673:55634831","eeuropaeus"
"4734",NA,"5:77534984:77535053","eeuropaeus"
"4735",NA,"5:77534984:77535053","eeuropaeus"
"4736",NA,"5:77534984:77535053","eeuropaeus"
"4737",NA,"5:77534984:77535053","eeuropaeus"
"4738",NA,"5:77534991:77535122","eeuropaeus"
"4739",NA,"9:5198524:5198593","eeuropaeus"
"4740",NA,"11:90609811:90609926","eeuropaeus"
"4741",NA,"12:58490966:58491022","eeuropaeus"
"4742",NA,"15:14820947:14821008","eeuropaeus"
"4743",NA,"1:53919460:53919588","eeuropaeus"
"4744",NA,"1:66032214:66032335","eeuropaeus"
"4745",NA,"2:37094984:37095094","eeuropaeus"
"4746",NA,"3:106106401:106106503","eeuropaeus"
"4747",NA,"3:106106401:106106503","eeuropaeus"
"4748",NA,"5:136708445:136708573","eeuropaeus"
"4749",NA,"6:55795307:55795376","eeuropaeus"
"4750",NA,"7:58914162:58914224","eeuropaeus"
"4751",NA,"9:5198515:5198599","eeuropaeus"
"4752",NA,"9:5198531:5198599","eeuropaeus"
"4753",NA,"9:91492133:91492200","eeuropaeus"
"4754",NA,"9:91492133:91492187","eeuropaeus"
"4755",NA,"17:46658475:46658523","eeuropaeus"
"4756",NA,"19:47495175:47495291","eeuropaeus"
"4757",NA,"1:66032245:66032335","eeuropaeus"
"4758",NA,"1:142541133:142541223","eeuropaeus"
"4759",NA,"1:142541157:142541220","eeuropaeus"
"4760",NA,"3:42856746:42856811","eeuropaeus"
"4761",NA,"3:42856750:42856811","eeuropaeus"
"4762",NA,"3:87546072:87546198","eeuropaeus"
"4763",NA,"3:106106401:106106516","eeuropaeus"
"4764",NA,"3:106106401:106106504","eeuropaeus"
"4765",NA,"3:106106404:106106503","eeuropaeus"
"4766",NA,"4:1494316:1494553","eeuropaeus"
"4767",NA,"5:55634923:55635083","eeuropaeus"
"4768",NA,"5:77534984:77535047","eeuropaeus"
"4769",NA,"5:77534997:77535122","eeuropaeus"
"4770",NA,"5:129264893:129264954","eeuropaeus"
"4771",NA,"8:11114714:11114820","eeuropaeus"
"4772",NA,"9:5198508:5198599","eeuropaeus"
"4773",NA,"9:5198524:5198587","eeuropaeus"
"4774",NA,"9:98243019:98243078","eeuropaeus"
"4775",NA,"10:3720104:3720215","eeuropaeus"
"4776",NA,"10:34232213:34232394","eeuropaeus"
"4777",NA,"10:53840480:53840531","eeuropaeus"
"4778",NA,"10:53840482:53840536","eeuropaeus"
"4779",NA,"11:56284489:56284537","eeuropaeus"
"4780",NA,"11:114783301:114783419","eeuropaeus"
"4781",NA,"12:58490968:58491022","eeuropaeus"
"4782",NA,"12:58490968:58491022","eeuropaeus"
"4783",NA,"12:58490968:58491022","eeuropaeus"
"4784",NA,"13:23931528:23931676","eeuropaeus"
"4785",NA,"20:45001026:45001173","eeuropaeus"
"4786",NA,"3:172905393:172905453","eeuropaeus"
"4787",NA,"3:172905408:172905466","eeuropaeus"
"4788",NA,"8:33604127:33604209","eeuropaeus"
"4789",NA,"10:9556991:9557067","eeuropaeus"
"4790",NA,"10:34232305:34232397","eeuropaeus"
"4791",NA,"11:56284489:56284531","eeuropaeus"
"4792",NA,"11:90609853:90609940","eeuropaeus"
"4793",NA,"13:3727745:3727810","eeuropaeus"
"4794",NA,"20:45676883:45676943","eeuropaeus"
"4795",NA,"20:51124226:51124326","eeuropaeus"
"4796",NA,"21:39000045:39000155","eeuropaeus"
"4797",NA,"22:4154009:4154181","eeuropaeus"
"4798",NA,"X:95975967:95976073","eeuropaeus"
"4799",NA,"1:30067131:30067232","eeuropaeus"
"4800",NA,"1:66032214:66032335","eeuropaeus"
"4801",NA,"2:33012418:33012535","eeuropaeus"
"4802",NA,"2:185733980:185734087","eeuropaeus"
"4803",NA,"3:87546072:87546198","eeuropaeus"
"4804",NA,"4:81451293:81451378","eeuropaeus"
"4805",NA,"5:77534984:77535043","eeuropaeus"
"4806",NA,"6:53025617:53025716","eeuropaeus"
"4807",NA,"6:55795304:55795396","eeuropaeus"
"4808",NA,"8:11114714:11114820","eeuropaeus"
"4809",NA,"8:17788881:17788976","eeuropaeus"
"4810",NA,"9:5198524:5198583","eeuropaeus"
"4811",NA,"10:45813346:45813387","eeuropaeus"
"4812",NA,"12:31840334:31840383","eeuropaeus"
"4813",NA,"12:58490968:58491009","eeuropaeus"
"4814",NA,"12:58490968:58491022","eeuropaeus"
"4815",NA,"12:58490970:58491022","eeuropaeus"
"4816",NA,"12:78251651:78251746","eeuropaeus"
"4817",NA,"15:79190549:79190630","eeuropaeus"
"4818",NA,"19:26023687:26023778","eeuropaeus"
"4819",NA,"19:35838308:35838415","eeuropaeus"
"4820",NA,"19:44697651:44697712","eeuropaeus"
"4821",NA,"19:62978756:62978814","eeuropaeus"
"4822",NA,"1:66032176:66032335","eeuropaeus"
"4823",NA,"1:83631197:83631277","eeuropaeus"
"4824",NA,"3:105072994:105073038","eeuropaeus"
"4825",NA,"4:1494316:1494542","eeuropaeus"
"4826",NA,"4:1494316:1494542","eeuropaeus"
"4827",NA,"4:1494316:1494542","eeuropaeus"
"4828",NA,"4:1494316:1494542","eeuropaeus"
"4829",NA,"4:1494316:1494542","eeuropaeus"
"4830",NA,"4:1494316:1494542","eeuropaeus"
"4831",NA,"4:1494316:1494542","eeuropaeus"
"4832",NA,"4:1494316:1494542","eeuropaeus"
"4833",NA,"4:81451288:81451379","eeuropaeus"
"4834",NA,"4:81451309:81451379","eeuropaeus"
"4835",NA,"5:77534984:77535122","eeuropaeus"
"4836",NA,"5:97269519:97269583","eeuropaeus"
"4837",NA,"7:128438327:128438416","eeuropaeus"
"4838",NA,"8:92589997:92590077","eeuropaeus"
"4839",NA,"9:20554653:20554723","eeuropaeus"
"4840",NA,"9:91492133:91492201","eeuropaeus"
"4841",NA,"9:115089962:115090012","eeuropaeus"
"4842",NA,"10:74386259:74386321","eeuropaeus"
"4843",NA,"13:69446154:69446204","eeuropaeus"
"4844",NA,"16:62562161:62562237","eeuropaeus"
"4845",NA,"18:2766522:2766600","eeuropaeus"
"4846",NA,"19:35838347:35838415","eeuropaeus"
"4847",NA,"23:993421:993487","eeuropaeus"
"4848",NA,"7:85477516:85482272","eeuropaeus"
"4849",NA,"9:119497533:119501231","eeuropaeus"
"4850",NA,"6:19626:21333","eeuropaeus"
"4851",NA,"9:71453226:71454628","eeuropaeus"
"4852",NA,"9:69508311:69509714","eeuropaeus"
"4853",NA,"9:72387871:72389274","eeuropaeus"
"4854",NA,"13:18324400:18325848","eeuropaeus"
"4855",NA,"9:71511072:71512475","eeuropaeus"
"4856",NA,"9:69969174:69970481","eeuropaeus"
"4857",NA,"9:69030603:69031899","eeuropaeus"
"4858",NA,"9:68523629:68524922","eeuropaeus"
"4859",NA,"9:70836500:70837509","eeuropaeus"
"4860",NA,":45733:46742","eeuropaeus"
"4861",NA,"9:119502049:119502750","eeuropaeus"
"4862",NA,"7:85482528:85483112","eeuropaeus"
"4863",NA,"21:44414194:44414901","eeuropaeus"
"4864",NA,"7:85482121:85482660","eeuropaeus"
"4865",NA,"1:114801716:114802239","eeuropaeus"
"4866",NA,"7:85481932:85482272","eeuropaeus"
"4867",NA,"3:33329226:33329601","eeuropaeus"
"4868",NA,"3:33328567:33328864","eeuropaeus"
"4869",NA,"9:69073550:69073899","eeuropaeus"
"4870",NA,"9:70022345:70022694","eeuropaeus"
"4871",NA,"9:70375513:70375862","eeuropaeus"
"4872",NA,"9:72524137:72524486","eeuropaeus"
"4873",NA,"9:71110880:71111231","eeuropaeus"
"4874",NA,"3:68387393:68387673","eeuropaeus"
"4875",NA,"3:33328983:33329327","eeuropaeus"
"4876",NA,"7:71408448:71408804","eeuropaeus"
"4877",NA,"22:2852481:2852826","eeuropaeus"
"4878",NA,"22:3034768:3035087","eeuropaeus"
"4879",NA,"22:2852502:2852820","eeuropaeus"
"4880",NA,"22:2852489:2852808","eeuropaeus"
"4881",NA,"22:2852496:2852814","eeuropaeus"
"4882",NA,"22:2852514:2852832","eeuropaeus"
"4883",NA,"7:39602451:39603159","eeuropaeus"
"4884",NA,"22:2852484:2852799","eeuropaeus"
"4885",NA,"22:2852524:2852838","eeuropaeus"
"4886",NA,"22:2852483:2852784","eeuropaeus"
"4887",NA,"14:12418472:12419153","eeuropaeus"
"4888",NA,"22:2852532:2852833","eeuropaeus"
"4889",NA,"17:77435964:77436188","eeuropaeus"
"4890",NA,"22:2852483:2852773","eeuropaeus"
"4891",NA,"22:2852530:2852840","eeuropaeus"
"4892",NA,"22:2852483:2852780","eeuropaeus"
"4893",NA,"22:3034173:3034507","eeuropaeus"
"4894",NA,"22:3034329:3034663","eeuropaeus"
"4895",NA,"22:3034461:3034799","eeuropaeus"
"4896",NA,"22:2852483:2852778","eeuropaeus"
"4897",NA,"22:2852483:2852772","eeuropaeus"
"4898",NA,"22:3035014:3035321","eeuropaeus"
"4899",NA,"22:2852483:2852766","eeuropaeus"
"4900",NA,"7:120855738:120856321","eeuropaeus"
"4901",NA,"22:2852483:2852757","eeuropaeus"
"4902",NA,"9:119503280:119503521","eeuropaeus"
"4903",NA,"22:2852483:2852742","eeuropaeus"
"4904",NA,"4:1494275:1494567","eeuropaeus"
"4905",NA,"X:68050222:68050358","eeuropaeus"
"4906",NA,"4:1494275:1494574","eeuropaeus"
"4907",NA,"22:2852483:2852736","eeuropaeus"
"4908",NA,"4:1494225:1494539","eeuropaeus"
"4909",NA,"7:48494526:48494777","eeuropaeus"
"4910",NA,"4:1494277:1494547","eeuropaeus"
"4911",NA,"7:48494526:48494757","eeuropaeus"
"4912",NA,"7:48494526:48494759","eeuropaeus"
"4913",NA,"7:48494532:48494759","eeuropaeus"
"4914",NA,"4:1494275:1494563","eeuropaeus"
"4915",NA,"22:2852483:2852725","eeuropaeus"
"4916",NA,"7:48494526:48494724","eeuropaeus"
"4917",NA,"4:1494283:1494547","eeuropaeus"
"4918",NA,"7:48494526:48494759","eeuropaeus"
"4919",NA,"4:1494223:1494516","eeuropaeus"
"4920",NA,"22:2852483:2852732","eeuropaeus"
"4921",NA,"4:1494275:1494523","eeuropaeus"
"4922",NA,"4:1494275:1494539","eeuropaeus"
"4923",NA,"4:1494275:1494535","eeuropaeus"
"4924",NA,"4:1494316:1494558","eeuropaeus"
"4925",NA,"4:1494316:1494558","eeuropaeus"
"4926",NA,"4:1494316:1494558","eeuropaeus"
"4927",NA,"4:1494316:1494558","eeuropaeus"
"4928",NA,"4:1494316:1494558","eeuropaeus"
"4929",NA,"4:1494231:1494524","eeuropaeus"
"4930",NA,"4:1494319:1494558","eeuropaeus"
"4931",NA,"22:2852483:2852730","eeuropaeus"
"4932",NA,"3:176973359:176973681","eeuropaeus"
"4933",NA,"7:48494526:48494701","eeuropaeus"
"4934",NA,"12:11341851:11342025","eeuropaeus"
"4935",NA,"5:136726952:136727247","eeuropaeus"
"4936",NA,"7:48494526:48494724","eeuropaeus"
"4937",NA,"7:48494526:48494724","eeuropaeus"
"4938",NA,"4:1494328:1494558","eeuropaeus"
"4939",NA,"14:12420537:12420799","eeuropaeus"
"4940",NA,"4:1494242:1494505","eeuropaeus"
"4941",NA,"7:48494526:48494777","eeuropaeus"
"4942",NA,"22:2852483:2852724","eeuropaeus"
"4943",NA,"22:2852483:2852718","eeuropaeus"
"4944",NA,"4:1494330:1494558","eeuropaeus"
"4945",NA,"3:158408302:158408594","eeuropaeus"
"4946",NA,"5:13101127:13101422","eeuropaeus"
"4947",NA,"7:48494540:48494759","eeuropaeus"
"4948",NA,"20:41476742:41477033","eeuropaeus"
"4949",NA,"22:2852483:2852712","eeuropaeus"
"4950",NA,"7:48494526:48494715","eeuropaeus"
"4951",NA,"13:9505105:9505256","eeuropaeus"
"4952",NA,"4:1494336:1494558","eeuropaeus"
"4953",NA,"4:1494347:1494558","eeuropaeus"
"4954",NA,"4:1494348:1494558","eeuropaeus"
"4955",NA,"12:74152093:74152276","eeuropaeus"
"4956",NA,"20:41476750:41477022","eeuropaeus"
"4957",NA,"22:2852483:2852706","eeuropaeus"
"4958",NA,"7:85482153:85482288","eeuropaeus"
"4959",NA,"17:76274478:76274740","eeuropaeus"
"4960",NA,"14:12419194:12419576","eeuropaeus"
"4961",NA,"22:8508440:8508573","eeuropaeus"
"4962",NA,"3:140964289:140964538","eeuropaeus"
"4963",NA,"4:1494354:1494558","eeuropaeus"
"4964",NA,"7:48494556:48494759","eeuropaeus"
"4965",NA,"7:48494526:48494715","eeuropaeus"
"4966",NA,"6:69342565:69342883","eeuropaeus"
"4967",NA,"6:104640:104790","eeuropaeus"
"4968",NA,"7:85482153:85482276","eeuropaeus"
"4969",NA,"5:136727465:136727762","eeuropaeus"
"4970",NA,"7:85482153:85482277","eeuropaeus"
"4971",NA,"18:57730388:57730571","eeuropaeus"
"4972",NA,"1:173413602:173413726","eeuropaeus"
"4973",NA,"4:1494360:1494558","eeuropaeus"
"4974",NA,"6:104640:104790","eeuropaeus"
"4975",NA,"7:48494526:48494703","eeuropaeus"
"4976",NA,"7:85482153:85482276","eeuropaeus"
"4977",NA,"7:85482153:85482300","eeuropaeus"
"4978",NA,"1:3168906:3169190","eeuropaeus"
"4979",NA,"4:1494387:1494558","eeuropaeus"
"4980",NA,"4:1494387:1494558","eeuropaeus"
"4981",NA,"4:1494387:1494558","eeuropaeus"
"4982",NA,"4:1494387:1494558","eeuropaeus"
"4983",NA,"12:98364175:98364451","eeuropaeus"
"4984",NA,"18:3641019:3641318","eeuropaeus"
"4985",NA,"22:2852483:2852700","eeuropaeus"
"4986",NA,"22:2852483:2852694","eeuropaeus"
"4987",NA,"1:173413602:173413724","eeuropaeus"
"4988",NA,"1:173413602:173413724","eeuropaeus"
"4989",NA,"1:173413602:173413724","eeuropaeus"
"4990",NA,"1:173413602:173413724","eeuropaeus"
"4991",NA,"1:173413602:173413724","eeuropaeus"
"4992",NA,"1:173413602:173413724","eeuropaeus"
"4993",NA,"1:173413602:173413724","eeuropaeus"
"4994",NA,"1:173413602:173413724","eeuropaeus"
"4995",NA,"1:173413602:173413724","eeuropaeus"
"4996",NA,"1:173413602:173413724","eeuropaeus"
"4997",NA,"1:173413602:173413724","eeuropaeus"
"4998",NA,"1:173413602:173413724","eeuropaeus"
"4999",NA,"1:173413602:173413724","eeuropaeus"
"5000",NA,"1:173413602:173413724","eeuropaeus"
"5001",NA,"1:173413602:173413724","eeuropaeus"
"5002",NA,"1:173413602:173413724","eeuropaeus"
"5003",NA,"1:173413602:173413724","eeuropaeus"
"5004",NA,"1:173413602:173413724","eeuropaeus"
"5005",NA,"1:173413602:173413724","eeuropaeus"
"5006",NA,"1:173413602:173413724","eeuropaeus"
"5007",NA,"1:173413602:173413724","eeuropaeus"
"5008",NA,"1:173413602:173413724","eeuropaeus"
"5009",NA,"1:173413602:173413724","eeuropaeus"
"5010",NA,"1:173413602:173413724","eeuropaeus"
"5011",NA,"1:173413602:173413724","eeuropaeus"
"5012",NA,"1:173413602:173413724","eeuropaeus"
"5013",NA,"1:173413602:173413726","eeuropaeus"
"5014",NA,"7:48494526:48494703","eeuropaeus"
"5015",NA,"7:82696339:82696699","eeuropaeus"
"5016",NA,"7:85482153:85482276","eeuropaeus"
"5017",NA,"4:1494389:1494558","eeuropaeus"
"5018",NA,"7:48494576:48494759","eeuropaeus"
"5019",NA,"13:87053245:87053522","eeuropaeus"
"5020",NA,":116655:116950","eeuropaeus"
"5021",NA,"1:173413608:173413724","eeuropaeus"
"5022",NA,"7:48494561:48494759","eeuropaeus"
"5023",NA,"7:85482153:85482276","eeuropaeus"
"5024",NA,"7:85482153:85482276","eeuropaeus"
"5025",NA,"9:5242643:5242944","eeuropaeus"
"5026",NA,"11:114668361:114668695","eeuropaeus"
"5027",NA,"10:19078380:19078556","eeuropaeus"
"5028",NA,"10:19078380:19078556","eeuropaeus"
"5029",NA,"22:2852483:2852688","eeuropaeus"
"5030",NA,":34692:34991","eeuropaeus"
"5031",NA,"1:173413602:173413724","eeuropaeus"
"5032",NA,"7:4253376:4253666","eeuropaeus"
"5033",NA,"7:48494490:48494782","eeuropaeus"
"5034",NA,"7:85482153:85482276","eeuropaeus"
"5035",NA,"10:40324511:40324687","eeuropaeus"
"5036",NA,"12:33569991:33570219","eeuropaeus"
"5037",NA,"4:1494399:1494558","eeuropaeus"
"5038",NA,"7:48494582:48494759","eeuropaeus"
"5039",NA,"9:5242877:5243176","eeuropaeus"
"5040",NA,"1:173413602:173413726","eeuropaeus"
"5041",NA,"1:173413614:173413724","eeuropaeus"
"5042",NA,"5:27441080:27441440","eeuropaeus"
"5043",NA,"7:85482153:85482276","eeuropaeus"
"5044",NA,"11:16386998:16387136","eeuropaeus"
"5045",NA,":48322:48618","eeuropaeus"
"5046",NA,"4:1494405:1494558","eeuropaeus"
"5047",NA,"4:3099180:3099469","eeuropaeus"
"5048",NA,"8:113375802:113375913","eeuropaeus"
"5049",NA,"13:61399561:61399673","eeuropaeus"
"5050",NA,"16:57010357:57010451","eeuropaeus"
"5051",NA,"19:4626666:4626945","eeuropaeus"
"5052",NA,"4:1494411:1494558","eeuropaeus"
"5053",NA,"14:50555451:50555763","eeuropaeus"
"5054",NA,"18:60170614:60170756","eeuropaeus"
"5055",NA,":4089:4382","eeuropaeus"
"5056",NA,"1:173413620:173413724","eeuropaeus"
"5057",NA,"7:48494599:48494703","eeuropaeus"
"5058",NA,"7:85482153:85482276","eeuropaeus"
"5059",NA,"10:19078380:19078556","eeuropaeus"
"5060",NA,"10:40324498:40324668","eeuropaeus"
"5061",NA,"10:40324511:40324715","eeuropaeus"
"5062",NA,"22:2852483:2852665","eeuropaeus"
"5063",NA,"4:1494417:1494558","eeuropaeus"
"5064",NA,"11:114453123:114453387","eeuropaeus"
"5065",NA,"20:54042277:54042555","eeuropaeus"
"5066",NA,"21:43675527:43675821","eeuropaeus"
"5067",NA,"22:2852483:2852664","eeuropaeus"
"5068",NA,"5:60363838:60364272","eeuropaeus"
"5069",NA,"7:48494587:48494703","eeuropaeus"
"5070",NA,"4:1494423:1494558","eeuropaeus"
"5071",NA,"10:40324498:40324678","eeuropaeus"
"5072",NA,"14:2850659:2850961","eeuropaeus"
"5073",NA,"18:24025551:24025674","eeuropaeus"
"5074",NA,"22:2852483:2852672","eeuropaeus"
"5075",NA,"22:2852483:2852658","eeuropaeus"
"5076",NA,"1:173413626:173413724","eeuropaeus"
"5077",NA,"2:145947084:145947284","eeuropaeus"
"5078",NA,"9:68525199:68525338","eeuropaeus"
"5079",NA,"10:34232156:34232395","eeuropaeus"
"5080",NA,"10:40324511:40324715","eeuropaeus"
"5081",NA,"10:40324511:40324705","eeuropaeus"
"5082",NA,"21:4560309:4560506","eeuropaeus"
"5083",NA,"22:2852483:2852670","eeuropaeus"
"5084",NA,"22:2852483:2852652","eeuropaeus"
"5085",NA,"5:18194870:18195139","eeuropaeus"
"5086",NA,"10:34232172:34232396","eeuropaeus"
"5087",NA,"10:71512900:71512978","eeuropaeus"
"5088",NA,"13:91665685:91665859","eeuropaeus"
"5089",NA,"5:136726780:136726983","eeuropaeus"
"5090",NA,"1:173413632:173413724","eeuropaeus"
"5091",NA,"5:1619178:1619482","eeuropaeus"
"5092",NA,"5:27441173:27441461","eeuropaeus"
"5093",NA,"7:48494613:48494703","eeuropaeus"
"5094",NA,"9:69970756:69970895","eeuropaeus"
"5095",NA,"10:34232172:34232395","eeuropaeus"
"5096",NA,"10:40324511:40324715","eeuropaeus"
"5097",NA,"10:40324511:40324715","eeuropaeus"
"5098",NA,"3:33328711:33328864","eeuropaeus"
"5099",NA,"3:111265081:111265315","eeuropaeus"
"5100",NA,"17:11908225:11908324","eeuropaeus"
"5101",NA,"X:103954552:103954641","eeuropaeus"
"5102",NA,"X:103954552:103954641","eeuropaeus"
"5103",NA,"X:103954552:103954641","eeuropaeus"
"5104",NA,"X:103954552:103954641","eeuropaeus"
"5105",NA,"X:103954552:103954641","eeuropaeus"
"5106",NA,"X:103954552:103954641","eeuropaeus"
"5107",NA,"X:103954552:103954641","eeuropaeus"
"5108",NA,"X:103954552:103954641","eeuropaeus"
"5109",NA,"X:103954552:103954641","eeuropaeus"
"5110",NA,"X:103954552:103954641","eeuropaeus"
"5111",NA,"X:103954552:103954641","eeuropaeus"
"5112",NA,"X:103954552:103954641","eeuropaeus"
"5113",NA,"X:103954552:103954641","eeuropaeus"
"5114",NA,"X:103954552:103954641","eeuropaeus"
"5115",NA,"X:103954552:103954641","eeuropaeus"
"5116",NA,"X:103954552:103954641","eeuropaeus"
"5117",NA,"X:103954552:103954641","eeuropaeus"
"5118",NA,"X:103954552:103954641","eeuropaeus"
"5119",NA,"X:103954552:103954641","eeuropaeus"
"5120",NA,"X:103954552:103954641","eeuropaeus"
"5121",NA,"X:103954552:103954641","eeuropaeus"
"5122",NA,"X:103954552:103954641","eeuropaeus"
"5123",NA,"X:103954552:103954641","eeuropaeus"
"5124",NA,"X:103954552:103954641","eeuropaeus"
"5125",NA,"X:103954552:103954641","eeuropaeus"
"5126",NA,"X:103954552:103954641","eeuropaeus"
"5127",NA,"X:103954552:103954641","eeuropaeus"
"5128",NA,"X:103954552:103954641","eeuropaeus"
"5129",NA,"X:103954552:103954641","eeuropaeus"
"5130",NA,"X:103954552:103954641","eeuropaeus"
"5131",NA,"X:103954552:103954641","eeuropaeus"
"5132",NA,"6:788590:788704","eeuropaeus"
"5133",NA,"6:788590:788700","eeuropaeus"
"5134",NA,"9:69032176:69032315","eeuropaeus"
"5135",NA,"10:19078380:19078531","eeuropaeus"
"5136",NA,"X:103954552:103954642","eeuropaeus"
"5137",NA,"X:103954552:103954642","eeuropaeus"
"5138",NA,"X:103954571:103954641","eeuropaeus"
"5139",NA,"X:103954571:103954641","eeuropaeus"
"5140",NA,"X:103954571:103954641","eeuropaeus"
"5141",NA,":139845:140160","eeuropaeus"
"5142",NA,"3:5147860:5148172","eeuropaeus"
"5143",NA,"5:3038737:3038912","eeuropaeus"
"5144",NA,"6:788590:788703","eeuropaeus"
"5145",NA,"8:59210871:59210999","eeuropaeus"
"5146",NA,"8:59210871:59210999","eeuropaeus"
"5147",NA,"8:59210871:59210999","eeuropaeus"
"5148",NA,"8:59210871:59210999","eeuropaeus"
"5149",NA,"8:59210871:59210999","eeuropaeus"
"5150",NA,"8:59210871:59210999","eeuropaeus"
"5151",NA,"8:59210871:59210999","eeuropaeus"
"5152",NA,"8:59210871:59210999","eeuropaeus"
"5153",NA,"8:59210871:59210999","eeuropaeus"
"5154",NA,"8:59210871:59210999","eeuropaeus"
"5155",NA,"8:59210871:59210999","eeuropaeus"
"5156",NA,"8:59210871:59210999","eeuropaeus"
"5157",NA,"8:59210871:59210999","eeuropaeus"
"5158",NA,"8:59210871:59210999","eeuropaeus"
"5159",NA,"8:59210871:59210999","eeuropaeus"
"5160",NA,"8:59210871:59210999","eeuropaeus"
"5161",NA,"8:59210871:59210999","eeuropaeus"
"5162",NA,"8:59210871:59210999","eeuropaeus"
"5163",NA,"8:59210871:59210999","eeuropaeus"
"5164",NA,"8:59210871:59210999","eeuropaeus"
"5165",NA,"8:59210871:59210999","eeuropaeus"
"5166",NA,"8:59210871:59210999","eeuropaeus"
"5167",NA,"8:59210871:59210999","eeuropaeus"
"5168",NA,"8:59210871:59210999","eeuropaeus"
"5169",NA,"8:59210873:59210999","eeuropaeus"
"5170",NA,"10:40324511:40324723","eeuropaeus"
"5171",NA,"1:173413638:173413724","eeuropaeus"
"5172",NA,"2:181579337:181579510","eeuropaeus"
"5173",NA,"3:111265081:111265315","eeuropaeus"
"5174",NA,"6:788590:788702","eeuropaeus"
"5175",NA,"6:788590:788702","eeuropaeus"
"5176",NA,"6:788590:788702","eeuropaeus"
"5177",NA,"6:788590:788702","eeuropaeus"
"5178",NA,"6:788590:788702","eeuropaeus"
"5179",NA,"6:788590:788702","eeuropaeus"
"5180",NA,"6:788590:788702","eeuropaeus"
"5181",NA,"6:788590:788702","eeuropaeus"
"5182",NA,"6:788590:788702","eeuropaeus"
"5183",NA,"6:788590:788702","eeuropaeus"
"5184",NA,"6:788590:788702","eeuropaeus"
"5185",NA,"6:788590:788702","eeuropaeus"
"5186",NA,"6:788590:788702","eeuropaeus"
"5187",NA,"6:788590:788702","eeuropaeus"
"5188",NA,"6:788590:788702","eeuropaeus"
"5189",NA,"6:788590:788702","eeuropaeus"
"5190",NA,"6:788590:788702","eeuropaeus"
"5191",NA,"6:788590:788702","eeuropaeus"
"5192",NA,"6:788590:788702","eeuropaeus"
"5193",NA,"6:788590:788702","eeuropaeus"
"5194",NA,"6:788590:788702","eeuropaeus"
"5195",NA,"6:788590:788702","eeuropaeus"
